0.0665632, -0.0535188, -0.0945869, -0.00818534, -0.0143127, 0.00294429
0.051162, -0.0512386, -0.120835, -0.00784533, -0.012828, 0.00307311
0.0397459, -0.0260431, -0.101274, -0.00366805, -0.0101034, 0.00165614
-0.00569667, -0.00806925, -0.0419902, -0.000569968, -0.000593882, 0.000528843
0.0606973, -0.0486951, -0.0859208, -0.00744097, -0.0131076, 0.00278854
0.0494144, -0.0372712, -0.143611, -0.00563774, -0.0133866, 0.00250978
-0.00995432, -0.012929, -0.115706, -0.00143879, -0.00289214, 0.000897392
-0.000456774, -0.0189443, -0.0482265, -0.00257595, -0.00172551, 0.000837582
0.0591323, -0.0451291, -0.0976242, -0.00692392, -0.0133875, 0.00267255
0.0769836, -0.0584525, -0.105595, -0.00911654, -0.0163424, 0.00336669
0.00483462, -0.0204527, -0.116805, -0.00282994, -0.00522569, 0.00125071
-0.0076191, -0.0201701, -0.0930652, -0.00272045, -0.00217363, 0.00109232
0.0135657, -0.0259578, -0.111528, -0.00352228, -0.00647467, 0.00144792
0.0565754, -0.0528339, -0.162077, -0.00798291, -0.0152207, 0.00320958
0.0988677, -0.0751031, -0.162166, -0.0115741, -0.0221092, 0.00446716
0.0303338, -0.0304422, -0.150854, -0.00442208, -0.0105882, 0.00204829
-0.0468271, 0.00228269, -0.115273, 0.00117691, 0.0032208, -8.81858e-05
0.0375597, -0.0382528, -0.131623, -0.00550376, -0.0110222, 0.00237012
0.0378664, -0.0382151, -0.164895, -0.00561289, -0.0124715, 0.00241736
0.0153921, -0.0296118, -0.176056, -0.00428665, -0.00912163, 0.00201989
0.00145537, -0.0164693, -0.130964, -0.00201267, -0.0053209, 0.00117501
-0.0213407, -0.000453285, -0.147397, 0.00053427, -0.00199986, 0.000350374
0.0547963, -0.0510503, -0.148912, -0.00768779, -0.014598, 0.00310469
0.0653878, -0.054506, -0.169395, -0.0082648, -0.0170014, 0.00337141
